id,name,category,price,rating,reviews,asin,url,image,isBestSeller,boughtInLastMonth
1,"SuperBreak One Backpacks, Black - Durable, Lightweight Bookbag with 1 Main Compartment, Front Utility Pocket with Built-in Organizer - Premium Backpack",backpack,35.53,4.6,0,B0007QCQGI,https://www.amazon.com/dp/B0007QCQGI,https://m.media-amazon.com/images/I/71c8Ye5F3ML._AC_UL320_.jpg,False,7000
2,"Cross Town Backpack - Travel, or Work Bookbag with Water Bottle Pocket, Black",backpack,25.49,4.7,0,B0823VFB4C,https://www.amazon.com/dp/B0823VFB4C,https://m.media-amazon.com/images/I/51Aa5Zt4uxL._AC_UL320_.jpg,False,4000
3,"Large Travel Backpack Women, Carry On Backpack,Hiking Backpack Waterproof Outdoor Sports Rucksack Casual Daypack Fit 14 Inch Laptop with USB Charging Port Shoes Compartment, Beige",backpack,29.99,4.6,0,B09YCVFMB1,https://www.amazon.com/dp/B09YCVFMB1,https://m.media-amazon.com/images/I/81FJM61kZtL._AC_UL320_.jpg,True,2000
4,"Voyageur Celina Backpack - Men's & Women's Backpack - Travel Bag - Indigo - Gold Hardware - 16.0"" X 10.6"" X 6.5""",backpack,475.0,4.4,0,B0BS6HY947,https://www.amazon.com/dp/B0BS6HY947,https://m.media-amazon.com/images/I/51ynGOe45WL._AC_UL320_.jpg,False,100
5,"Apex Backpack Premium Vegan, Waterproof Material - 17"" Laptop Sleeve, Comfort Straps - Spacious, Lightweight, Durable - For Work, Travel, Gym",backpack,245.0,4.6,0,B09Y8WFPL6,https://www.amazon.com/dp/B09Y8WFPL6,https://m.media-amazon.com/images/I/61DblDL2tBL._AC_UL320_.jpg,False,200
6,"Excel 6 Backpack, Black/White 3 Stripe Webbing, One Size",backpack,35.2,4.7,0,B08JXC6CDR,https://www.amazon.com/dp/B08JXC6CDR,https://m.media-amazon.com/images/I/81gC85fppiL._AC_UL320_.jpg,False,2000
7,"Crossroads Backpack 27L, Black",backpack,230.0,4.7,0,B09X61QHY9,https://www.amazon.com/dp/B09X61QHY9,https://m.media-amazon.com/images/I/61TmH2pKvJL._AC_UL320_.jpg,False,100
8,"Daylite Everyday Backpack, Black, One Size",backpack,55.81,4.7,0,B08LP148YT,https://www.amazon.com/dp/B08LP148YT,https://m.media-amazon.com/images/I/817NuLLDWeL._AC_UL320_.jpg,False,600
9,"Panga Series Airtight, Waterproof, Submersible Bags",backpack,300.0,4.7,0,B07FPWVVTM,https://www.amazon.com/dp/B07FPWVVTM,https://m.media-amazon.com/images/I/61SFr4P7KaL._AC_UL320_.jpg,False,100
10,Allpa 42L Travel Pack,backpack,219.99,4.7,0,B07WSS7TD8,https://www.amazon.com/dp/B07WSS7TD8,https://m.media-amazon.com/images/I/61r9zM492PL._AC_UL320_.jpg,False,100
11,Lululemon New Crew Backpack,backpack,128.0,4.7,0,B08413S5VJ,https://www.amazon.com/dp/B08413S5VJ,https://m.media-amazon.com/images/I/41aIgcnS4xL._AC_UL320_.jpg,False,200
12,Clear Backpack Heavy Duty Thick PVC Transparent Backpack with Leather Trim Large Capacity See Through Backpack,backpack,33.99,4.8,0,B0BQQJNBMS,https://www.amazon.com/dp/B0BQQJNBMS,https://m.media-amazon.com/images/I/718HLCNkqhL._AC_UL320_.jpg,False,300
13,"Classic Leather Backpack, Black, One Size",backpack,151.24,4.6,0,B07XLV1XKC,https://www.amazon.com/dp/B07XLV1XKC,https://m.media-amazon.com/images/I/81EXPQ45mbL._AC_UL320_.jpg,False,100
14,"Women's Citysafe Cx Anti Theft Convertible Backpack-Fits 10"" Tablet, Black",backpack,119.95,4.5,0,B01M8QWX7M,https://www.amazon.com/dp/B01M8QWX7M,https://m.media-amazon.com/images/I/81WDTh6m1uL._AC_UL320_.jpg,False,100
15,Fire Basketball Printed Boys School Backpacks Travel Rucksack Book Bag,backpack,32.99,4.5,0,B07FD9ZGJN,https://www.amazon.com/dp/B07FD9ZGJN,https://m.media-amazon.com/images/I/7181WXV1ctL._AC_UL320_.jpg,False,0
16,"@Work Large Cargo Backpack, Black",backpack,379.0,4.5,0,B07CFN867V,https://www.amazon.com/dp/B07CFN867V,https://m.media-amazon.com/images/I/91zX2QSUH1L._AC_UL320_.jpg,False,50
17,"Clear Backpack For Work XL. Heavy Duty Backpack has TSA Lock, 2-WAY Zip, Transparent PVC - H18''xW14''xD8",backpack,42.97,4.5,0,B07SX4RK7B,https://www.amazon.com/dp/B07SX4RK7B,https://m.media-amazon.com/images/I/916nHTlvmsL._AC_UL320_.jpg,False,400
18,Kanken,backpack,54.97,4.6,0,B002OWETK4,https://www.amazon.com/dp/B002OWETK4,https://m.media-amazon.com/images/I/81HwKy0vJsL._AC_UL320_.jpg,False,400
19,"Women's Citysafe CX 17L Anti Theft Backpack-Fits 16 inch Laptop, Black, One Size",backpack,169.95,4.5,0,B01M9JJ1FA,https://www.amazon.com/dp/B01M9JJ1FA,https://m.media-amazon.com/images/I/6177T+tQ+zL._AC_UL320_.jpg,False,100
20,Fionna Cosplay Backpack Green Bag Prop for Anime Halloween Costume,backpack,29.99,4.6,0,B08YQYR47K,https://www.amazon.com/dp/B08YQYR47K,https://m.media-amazon.com/images/I/81sMqVTC7UL._AC_UL320_.jpg,False,600
21,Sling Bag Chest Shoulder Backpack Crossbody Bags for Men Women,backpack,24.99,4.5,0,B01NH075BJ,https://www.amazon.com/dp/B01NH075BJ,https://m.media-amazon.com/images/I/91AthIG5XDL._AC_UL320_.jpg,False,900
22,"Elemental-2.0, Black",backpack,55.47,4.6,0,B09W3RKZGD,https://www.amazon.com/dp/B09W3RKZGD,https://m.media-amazon.com/images/I/51Dh9ZX1C6L._AC_UL320_.jpg,False,500
23,48 Pcs Back Packs in Bulk for Kids Classic Bookbags 17 Inch Colorful Basic Back Packs School Supply Kits for Boys Girls (Stylish Colors),backpack,139.99,3.9,0,B0B61JPXF4,https://www.amazon.com/dp/B0B61JPXF4,https://m.media-amazon.com/images/I/81AbnOEbyEL._AC_UL320_.jpg,False,50
24,"Gambit 17 Day Pack, Large, Black",backpack,120.0,4.8,0,B00AZULAHC,https://www.amazon.com/dp/B00AZULAHC,https://m.media-amazon.com/images/I/51rDhJ-pz-L._AC_UL320_.jpg,False,100
25,"Women's VFA 4 Backpack, Wonder Taupe Beige, One Size",backpack,44.5,4.6,0,B09YKTMDB6,https://www.amazon.com/dp/B09YKTMDB6,https://m.media-amazon.com/images/I/81bvOyTIaUL._AC_UL320_.jpg,False,400
26,"Unisex Baby Backpack, Coffee & Cream Boss Plus",backpack,189.99,4.6,0,B0B7YH1NLR,https://www.amazon.com/dp/B0B7YH1NLR,https://m.media-amazon.com/images/I/613zW7e4ctL._AC_UL320_.jpg,False,100
27,"Metrosafe LS350 15 Liter Anti Theft Laptop Daypack/Backpack - with Padded 13"" Laptop Sleeve, Adjustable Shoulder Straps, Patented Security Technology, Black",backpack,129.95,4.6,0,B017BPMV12,https://www.amazon.com/dp/B017BPMV12,https://m.media-amazon.com/images/I/71F-n0mrivL._AC_UL320_.jpg,False,100
28,Jaycee XS Mini Convertible Backpack MK Signature Crossbody (Brown),backpack,98.44,4.6,0,B0BXFWPLHF,https://www.amazon.com/dp/B0BXFWPLHF,https://m.media-amazon.com/images/I/6141QamkxQL._AC_UL320_.jpg,False,100
29,"Big Student Backpack-Travel, or Work Bookbag with 15-Inch Laptop Compartment, Cyberspace Galaxy, One Size",backpack,63.62,4.8,0,B0BHX9WTYR,https://www.amazon.com/dp/B0BHX9WTYR,https://m.media-amazon.com/images/I/71jVB-QFUJL._AC_UL320_.jpg,False,400
30,"Chelsea Medium Nylon Backpack, Black",backpack,120.98,4.6,0,B09CF3NMZ7,https://www.amazon.com/dp/B09CF3NMZ7,https://m.media-amazon.com/images/I/51+A-8gqo6L._AC_UL320_.jpg,False,100
31,"Everyday Backpack V2 20L Black, Camera Bag, Laptop Backpack with Tablet Sleeves (BEDB-20-BK-2)",backpack,279.95,4.5,0,B07ZTPS1L7,https://www.amazon.com/dp/B07ZTPS1L7,https://m.media-amazon.com/images/I/919v1KhH9jL._AC_UL320_.jpg,False,50
32,"Nebula Commuter Backpack, Black, One Size",backpack,139.99,4.6,0,B09ZPBPHNZ,https://www.amazon.com/dp/B09ZPBPHNZ,https://m.media-amazon.com/images/I/61vRWAswc9L._AC_UL320_.jpg,False,100
33,"Talon 22L Men's Hiking Backpack with Hipbelt, Stealth Black, L/XL",backpack,113.68,4.7,0,B08LNZZ4PV,https://www.amazon.com/dp/B08LNZZ4PV,https://m.media-amazon.com/images/I/81e8fVDFbwL._AC_UL320_.jpg,False,100
34,"Classic Backpack, Black, XL 30.0L",backpack,65.0,4.7,0,B078J4CX5J,https://www.amazon.com/dp/B078J4CX5J,https://m.media-amazon.com/images/I/71you54ygKL._AC_UL320_.jpg,False,400
35,Women's TNF Black Women Recon,backpack,125.0,4.5,0,B07SXK2N3L,https://www.amazon.com/dp/B07SXK2N3L,https://m.media-amazon.com/images/I/41dLoRnhO5L._AC_UL320_.jpg,False,100
36,"Kombi Business Backpack, Black/Brown, 17.5 x 12 x 7-Inch",backpack,134.0,4.7,0,B0765JTG8J,https://www.amazon.com/dp/B0765JTG8J,https://m.media-amazon.com/images/I/81xF-JB-omL._AC_UL320_.jpg,False,100
37,"Xenon 3.0 Checkpoint Friendly Backpack, Black, Large",backpack,67.49,4.6,0,B072KV8QGR,https://www.amazon.com/dp/B072KV8QGR,https://m.media-amazon.com/images/I/81-iXwqepHL._AC_UL320_.jpg,False,200
38,Subterra Backpack 25l,backpack,101.95,4.6,0,B0133APKFI,https://www.amazon.com/dp/B0133APKFI,https://m.media-amazon.com/images/I/91DsCYeml1L._AC_UL320_.jpg,False,100
39,Genuine Leather Sling Bag with USB Charging Port Multi-pocket Chest Bag for Men Hiking Travel Daypack XB-129,backpack,39.88,4.5,0,B07RRTDXRM,https://www.amazon.com/dp/B07RRTDXRM,https://m.media-amazon.com/images/I/71ZgsCUBVoL._AC_UL320_.jpg,False,400
40,Vintage Full Grain Leather Sling Bag Crossbody Chest Daypack,backpack,109.99,4.7,0,B08SBH82V1,https://www.amazon.com/dp/B08SBH82V1,https://m.media-amazon.com/images/I/61wqMwpNAbL._AC_UL320_.jpg,False,100
41,"Big Laptop Backpack Navy - Computer Bag with 2 Compartments, Ergonomic Shoulder Straps, 15” Laptop Sleeve, Haul Handle - Book Rucksack",backpack,54.7,4.8,0,B07K7MS113,https://www.amazon.com/dp/B07K7MS113,https://m.media-amazon.com/images/I/61Cpj8xq69L._AC_UL320_.jpg,False,200
42,Backpack Cute Anime Student Schoolbag Cartoon Casual Travel Bag for Boys and Girls School Season Gifts (Blue),backpack,34.99,4.7,0,B0C4GMGH7T,https://www.amazon.com/dp/B0C4GMGH7T,https://m.media-amazon.com/images/I/61YkCJo5J0L._AC_UL320_.jpg,False,400
43,"Women's Cotton Campus Backpack, Pretty Posies, One Size",backpack,62.5,4.8,0,B07LG9LWKH,https://www.amazon.com/dp/B07LG9LWKH,https://m.media-amazon.com/images/I/91qWRPbGNZL._AC_UL320_.jpg,False,200
44,"Women's Soho Backpack, Black, One Size US",backpack,112.96,4.6,0,B07N88X8RF,https://www.amazon.com/dp/B07N88X8RF,https://m.media-amazon.com/images/I/51zY2Hvu3EL._AC_UL320_.jpg,False,100
45,"Clear Backpack Stadium Approved with Reinforced Shoulder Straps, Clear Bag Stadium Approved 12×6×12 for Girls and Boys, Small Clear Backpack for Concert Festival Sport Event School - Black",backpack,16.99,4.6,0,B0BQ5SJQBD,https://www.amazon.com/dp/B0BQ5SJQBD,https://m.media-amazon.com/images/I/81SWZgu0e2L._AC_UL320_.jpg,False,1000
46,Women's Microfiber Campus Backpack,backpack,150.0,4.8,0,B084DWBY79,https://www.amazon.com/dp/B084DWBY79,https://m.media-amazon.com/images/I/71HCjQz3TEL._AC_UL320_.jpg,False,100
47,Sanrio Hello Kitty Pumpkin Spice Adult Womens Convertible Mini Backpack Purse,backpack,79.24,4.9,0,B08LT2987F,https://www.amazon.com/dp/B08LT2987F,https://m.media-amazon.com/images/I/71UEaCfGGyL._AC_UL320_.jpg,False,100
48,"Atmos AG 65L Men's Backpacking Backpack, Black, Large/X-Large",backpack,258.53,4.5,0,B09JXJVNM4,https://www.amazon.com/dp/B09JXJVNM4,https://m.media-amazon.com/images/I/81zJpEdPFML._AC_UL320_.jpg,False,50
49,Aion Backpack,backpack,199.95,4.7,0,B09NL7ZVCD,https://www.amazon.com/dp/B09NL7ZVCD,https://m.media-amazon.com/images/I/91Z8ROqAfpL._AC_UL320_.jpg,False,100
50,"Double Handle Rolling Backpack, Charcoal, 17-Inch",backpack,32.99,4.2,0,B00EKVMPJE,https://www.amazon.com/dp/B00EKVMPJE,https://m.media-amazon.com/images/I/71-6tpwdpUL._AC_UL320_.jpg,False,1000
51,Jaycee Logo Backpack (Vanilla),backpack,119.14,4.5,0,B0B2CGHD61,https://www.amazon.com/dp/B0B2CGHD61,https://m.media-amazon.com/images/I/A1dpHNcM0bL._AC_UL320_.jpg,False,50
52,Women's Cotton XL Campus Backpack,backpack,86.99,4.8,0,B07GT7WDTT,https://www.amazon.com/dp/B07GT7WDTT,https://m.media-amazon.com/images/I/91fDAuWX2yL._AC_UL320_.jpg,False,100
53,Allpa 28L Travel Pack,backpack,169.99,4.6,0,B09RZWNC4L,https://www.amazon.com/dp/B09RZWNC4L,https://m.media-amazon.com/images/I/817JXhTgnRL._AC_UL320_.jpg,False,50
54,Clear Backpack,backpack,45.0,4.7,0,B082J6JRF1,https://www.amazon.com/dp/B082J6JRF1,https://m.media-amazon.com/images/I/61xmUzoPRBL._AC_UL320_.jpg,False,200
55,Voyageur Halsey Backpack - Men's & Women's Backpack for Travel - Laptop Backpack for Everyday Use - Balck & Gold,backpack,425.0,5.0,0,B0BS6GMNP1,https://www.amazon.com/dp/B0BS6GMNP1,https://m.media-amazon.com/images/I/61QTnGYY2JL._AC_UL320_.jpg,False,0
56,Loungefly Disney Lilo & Stitch Stitch With Ducks Mini Backpack,backpack,54.9,4.6,0,B09SHVCP5J,https://www.amazon.com/dp/B09SHVCP5J,https://m.media-amazon.com/images/I/61KdTHCzKHL._AC_UL320_.jpg,False,100
57,"Kids Backpack Children Bookbag Preschool Kindergarten Elementary School Bag for Girls Boys (Red-blue, Small)",backpack,27.99,4.7,0,B078JL7R6G,https://www.amazon.com/dp/B078JL7R6G,https://m.media-amazon.com/images/I/81J3S9xfj0L._AC_UL320_.jpg,False,0
58,Jaycee Medium Logo Backpack (Black),backpack,119.0,4.5,0,B0BMNJ7WKN,https://www.amazon.com/dp/B0BMNJ7WKN,https://m.media-amazon.com/images/I/51YZOQSljWL._AC_UL320_.jpg,False,50
59,"Women's Go Sling Backpack in Nylon Eco Twill, Black Tonal Spirit Desert, One Size",backpack,43.23,4.4,0,B09NF299SP,https://www.amazon.com/dp/B09NF299SP,https://m.media-amazon.com/images/I/81SENUKD7rL._AC_UL320_.jpg,False,600
60,Alpha Bravo Navigation Backpack - Black,backpack,525.0,4.8,0,B09N8XX73V,https://www.amazon.com/dp/B09N8XX73V,https://m.media-amazon.com/images/I/81KKQxm4T2L._AC_UL320_.jpg,False,0
61,"Hiking Backpack,Camping Backpack,40L Waterproof Hiking Daypack with Rain Cover,Lightweight Travel Backpack,Blue",backpack,39.99,4.7,0,B09P1HZRXH,https://www.amazon.com/dp/B09P1HZRXH,https://m.media-amazon.com/images/I/81siwI2UxEL._AC_UL320_.jpg,False,300
62,"Classic Backpack, Navy, XL 30.0L",backpack,53.0,4.6,0,B078J3Q4W5,https://www.amazon.com/dp/B078J3Q4W5,https://m.media-amazon.com/images/I/71veKA6a4BL._AC_UL320_.jpg,False,200
63,"Never Check Expandable Backpack, Jet Black",backpack,209.0,4.5,0,B082QNRJNX,https://www.amazon.com/dp/B082QNRJNX,https://m.media-amazon.com/images/I/61kcFoXw8FL._AC_UL320_.jpg,False,50
64,Just In Case Backpack - Small Packable Travel Bag for Women & Men - Easily Carry Travel Accessories - Black/Gold,backpack,150.0,4.1,0,B0BS6K31NP,https://www.amazon.com/dp/B0BS6K31NP,https://m.media-amazon.com/images/I/6168Eq6w0-L._AC_UL320_.jpg,False,50
65,"Rook 65L Men's Backpacking Backpack, Black, One Size",backpack,166.89,4.7,0,B07GH7KDSK,https://www.amazon.com/dp/B07GH7KDSK,https://m.media-amazon.com/images/I/51G-D5cNNVL._AC_UL320_.jpg,False,50
66,Mini Backpack Purse for Women Teen Girls Small Fashion Bag,backpack,21.99,4.6,0,B08SQQR4ZB,https://www.amazon.com/dp/B08SQQR4ZB,https://m.media-amazon.com/images/I/71dHIwfXlnL._AC_UL320_.jpg,False,500
67,"Daylite Plus Everyday Backpack, Dream Purple, One Size",backpack,68.54,4.6,0,B08LP24MM8,https://www.amazon.com/dp/B08LP24MM8,https://m.media-amazon.com/images/I/813yDg9k5vL._AC_UL320_.jpg,False,200
68,Disney Pastel Ghost Minnie Glow in The Dark Mini Backpack,backpack,69.99,4.4,0,B0BHTK717M,https://www.amazon.com/dp/B0BHTK717M,https://m.media-amazon.com/images/I/61qHk0gT+8L._AC_UL320_.jpg,False,100
69,"Brasilia XLarge Backpack 9.0, University Red/Black/White, Misc",backpack,56.89,4.8,0,B07KMBKJTQ,https://www.amazon.com/dp/B07KMBKJTQ,https://m.media-amazon.com/images/I/916301NkmwL._AC_UL320_.jpg,False,200
70,Aether Plus 70L Backpack - Men's,backpack,275.0,4.7,0,B08LNYBK49,https://www.amazon.com/dp/B08LNYBK49,https://m.media-amazon.com/images/I/81qr5ADupCL._AC_UL320_.jpg,False,0
71,"Enduro 3.0 Big Backpack, Blackout, One Size",backpack,70.59,4.3,0,B08QV9HKBP,https://www.amazon.com/dp/B08QV9HKBP,https://m.media-amazon.com/images/I/91idooNs56L._AC_UL320_.jpg,False,100
72,Agave Backpack White Storm,backpack,80.0,4.6,0,B00A4H0VA8,https://www.amazon.com/dp/B00A4H0VA8,https://m.media-amazon.com/images/I/91fGBAXmXtL._AC_UL320_.jpg,False,100
73,"Osprey Raptor 14 Men's Bike Hydration Backpack , Cedar Green",backpack,98.38,4.7,0,B07GHKHQHZ,https://www.amazon.com/dp/B07GHKHQHZ,https://m.media-amazon.com/images/I/61ASwYJp+QL._AC_UL320_.jpg,False,100
74,Kitchen Sink Backpack (Multicam),backpack,179.95,4.8,0,B09S2BWHNV,https://www.amazon.com/dp/B09S2BWHNV,https://m.media-amazon.com/images/I/71a-yOyARPL._AC_UL320_.jpg,False,0
75,Men's Esports Pro Sling Bag,backpack,325.0,4.1,0,B0936YGFD8,https://www.amazon.com/dp/B0936YGFD8,https://m.media-amazon.com/images/I/71-9dOmrJGS._AC_UL320_.jpg,False,0
76,Alpha Bravo Expedition Flap Backpack - Black,backpack,795.0,5.0,0,B0BTQ55SKG,https://www.amazon.com/dp/B0BTQ55SKG,https://m.media-amazon.com/images/I/81iffllSJJL._AC_UL320_.jpg,False,0
77,"Women's Gaze Large Rolling, Durable, Wheeled Backpack with Adjustable Shoulder Straps, Nylon Book Bag, True Blue Tonal, 8.25"" L x 17.25"" H x 12.25"" D",backpack,125.4,4.6,0,B09XBW8ZCS,https://www.amazon.com/dp/B09XBW8ZCS,https://m.media-amazon.com/images/I/6117xzPtLxL._AC_UL320_.jpg,False,50
78,SB RPM BKPK - SOLID BA5403-010,backpack,150.0,4.5,0,B004HZAX4C,https://www.amazon.com/dp/B004HZAX4C,https://m.media-amazon.com/images/I/51E3WwwIcBL._AC_UL320_.jpg,False,50
79,"Tectonic Lifestyle Sweetwater Business Backpack, Iron Grey",backpack,101.3,4.7,0,B07M79W6TB,https://www.amazon.com/dp/B07M79W6TB,https://m.media-amazon.com/images/I/A1jZosJGkAL._AC_UL320_.jpg,False,50
80,Killer Klowns from Outer Space Mini Backpack,backpack,80.0,5.0,0,B0CGBZXL25,https://www.amazon.com/dp/B0CGBZXL25,https://m.media-amazon.com/images/I/81NEqXxANgL._AC_UL320_.jpg,False,100
81,Clear Backpack Heavy Duty PVC Transparent Backpack with Reinforced Strap for College Workplace,backpack,23.99,4.6,0,B08R63BZPS,https://www.amazon.com/dp/B08R63BZPS,https://m.media-amazon.com/images/I/81AYMniAMLL._AC_UL320_.jpg,False,600
82,"Sundance Rolling Backpack Girl Boy Roller Bookbag, Black, 20 Inch",backpack,69.99,4.4,0,B0016O8Q0A,https://www.amazon.com/dp/B0016O8Q0A,https://m.media-amazon.com/images/I/819cQtQ6PlL._AC_UL320_.jpg,False,100
83,"Backpack,Black,One Size",backpack,65.99,4.6,0,B003DGL6W4,https://www.amazon.com/dp/B003DGL6W4,https://m.media-amazon.com/images/I/91SMz4KGCrL._AC_UL320_.jpg,False,200
84,"Talon 33L Men's Hiking Backpack with Hipbelt, Stealth Black, L/XL",backpack,114.06,4.7,0,B08LP2CLJY,https://www.amazon.com/dp/B08LP2CLJY,https://m.media-amazon.com/images/I/51vIj8-Y5BL._AC_UL320_.jpg,False,50
85,"Backpack, Black, Classic 24.0L",backpack,55.0,4.6,0,B078J4CX5N,https://www.amazon.com/dp/B078J4CX5N,https://m.media-amazon.com/images/I/A1lLBjpm0sL._AC_UL320_.jpg,False,200
86,"Disney Backpack: Winnie The Pooh Skeleton Cosplay Mini-Backpack, Amazon Exclusive",backpack,90.0,5.0,0,B0BVXTNYFY,https://www.amazon.com/dp/B0BVXTNYFY,https://m.media-amazon.com/images/I/71k7H146LTL._AC_UL320_.jpg,False,100
87,Disney The Nightmare Before Christmas Zero Doghouse Glow-in-the-Dark Exclusive Mini-Backpack,backpack,99.99,4.7,0,B0CBLT79YH,https://www.amazon.com/dp/B0CBLT79YH,https://m.media-amazon.com/images/I/612TbtKYGmL._AC_UL320_.jpg,False,100
88,Women's Microfiber XL Campus Backpack,backpack,170.0,4.8,0,B084DW6QXR,https://www.amazon.com/dp/B084DW6QXR,https://m.media-amazon.com/images/I/71lNKLxjCcL._AC_UL320_.jpg,False,100
89,Aether 65 Men's Backpacking Backpack,backpack,244.94,4.8,0,B08LNZW186,https://www.amazon.com/dp/B08LNZW186,https://m.media-amazon.com/images/I/81CXg0zfQTL._AC_UL320_.jpg,False,0
90,"Hustle 5.0 Team Backpack, (001) Black/Black/Metallic Silver, One Size Fits All",backpack,53.3,4.8,0,B09JNBXMJF,https://www.amazon.com/dp/B09JNBXMJF,https://m.media-amazon.com/images/I/412XfxvbD8L._AC_UL320_.jpg,False,200
91,Disney Mulan 25th Anniversary Mushu Glitter Cosplay Mini Backpack,backpack,79.99,4.9,0,B0BRV2GBPW,https://www.amazon.com/dp/B0BRV2GBPW,https://m.media-amazon.com/images/I/81s6EeMBNzL._AC_UL320_.jpg,False,50
92,Construct Backpack,backpack,145.89,4.7,0,B07VV6SCV3,https://www.amazon.com/dp/B07VV6SCV3,https://m.media-amazon.com/images/I/81n5Nrw8hWL._AC_UL320_.jpg,False,50
93,Jaycee Large 2 Zip Pocket Backpack Leather (Black),backpack,144.99,4.7,0,B0BKQWPD9B,https://www.amazon.com/dp/B0BKQWPD9B,https://m.media-amazon.com/images/I/71GsP45EHGL._AC_UL320_.jpg,False,50
94,"Accent Backpack 26L, Black",backpack,137.92,4.6,0,B09NMNLMZC,https://www.amazon.com/dp/B09NMNLMZC,https://m.media-amazon.com/images/I/811458vRk5L._AC_UL320_.jpg,False,50
95,"Hikelite 18L Unisex Hiking Backpack, Shiitake Grey, One Size",backpack,72.92,4.7,0,B074P6V9V1,https://www.amazon.com/dp/B074P6V9V1,https://m.media-amazon.com/images/I/91jkLSE5VUL._AC_UL320_.jpg,False,100
96,How to Train Your Dragon Toothless Cosplay Mini Backpack,backpack,84.0,4.9,0,B0BRTZCDJS,https://www.amazon.com/dp/B0BRTZCDJS,https://m.media-amazon.com/images/I/91Zw1BvJnOL._AC_UL320_.jpg,False,100
97,"Right Pack Expressions Backpack - Travel, Work, or Laptop Bookbag - Curry Corduroy",backpack,69.99,4.8,0,B0BSB86C4L,https://www.amazon.com/dp/B0BSB86C4L,https://m.media-amazon.com/images/I/61mNUFTuywL._AC_UL320_.jpg,False,100
98,Women's Performance Twill XL Campus Backpack,backpack,114.0,4.9,0,B07YD452DL,https://www.amazon.com/dp/B07YD452DL,https://m.media-amazon.com/images/I/71+87FdK48L._AC_UL320_.jpg,False,100
99,"24 Pack Backpack, Bulk 17 inch Lightweight Outdoor Travel Gym Corporate Events Bag (Assorted)",backpack,134.99,4.5,0,B09PQFH3XN,https://www.amazon.com/dp/B09PQFH3XN,https://m.media-amazon.com/images/I/91S9MVeAlyL._AC_UL320_.jpg,False,0
100,"Tempest 20L Women's Hiking Backpack with Hipbelt, Stealth Black, WM/L",backpack,129.18,4.7,0,B08LNZX1XY,https://www.amazon.com/dp/B08LNZX1XY,https://m.media-amazon.com/images/I/81rdXYiohSL._AC_UL320_.jpg,False,50
101,Lite Sling Mini - Shadow,backpack,79.0,4.5,0,B0C1RHDSYZ,https://www.amazon.com/dp/B0C1RHDSYZ,https://m.media-amazon.com/images/I/51LIDo-O4ML._AC_UL320_.jpg,False,100
102,"Nk Hayward Bkpk - 2.0 CV1081-010 (Sequoia/Barely Green/White, Misc)",backpack,39.99,4.4,0,B0BG5SKYDC,https://www.amazon.com/dp/B0BG5SKYDC,https://m.media-amazon.com/images/I/6163osdUJoL._AC_UL320_.jpg,False,200
103,50 Pack Backpacks in Bulk 17 Inches Back Pack for Boys Girls Basic Backpack Lightweight Student Outdoor Travel School Bookbags (5 Colors),backpack,155.99,3.6,0,B09XQK6SGW,https://www.amazon.com/dp/B09XQK6SGW,https://m.media-amazon.com/images/I/81TE8Prt1dL._AC_UL320_.jpg,False,0
104,"Brasilia 9.5 nkDM3975 068 Training Backpack (Extra Large, 30L)",backpack,55.0,4.8,0,B0BFYG7XMT,https://www.amazon.com/dp/B0BFYG7XMT,https://m.media-amazon.com/images/I/51wfU-qMrcL._AC_UL320_.jpg,False,200
105,"5-Star Team Backpack, Black, One Size",backpack,48.23,4.7,0,B07D9JGP3R,https://www.amazon.com/dp/B07D9JGP3R,https://m.media-amazon.com/images/I/81+l++SYh6L._AC_UL320_.jpg,False,200
106,Loungefly Disney Winnie The Pooh Bees & Honey Mini Backpack,backpack,54.9,4.7,0,B08515NHF7,https://www.amazon.com/dp/B08515NHF7,https://m.media-amazon.com/images/I/713R8Wi10fL._AC_UL320_.jpg,False,100
107,The Nightmare Before Christmas Jack Skellington Mini Backpack,backpack,75.0,4.9,0,B076LRMKV9,https://www.amazon.com/dp/B076LRMKV9,https://m.media-amazon.com/images/I/8160Uyb-GYL._AC_UL320_.jpg,False,100
108,"Girls Backpack Kids Backpacks for Girls in Preschool Kindergarten Elementary School,Cute Cat Backpack for Girls 4-8 Lightweight Kawaii School Backpack 16 inch",backpack,18.49,4.7,0,B0BWMSBVYW,https://www.amazon.com/dp/B0BWMSBVYW,https://m.media-amazon.com/images/I/71bUYSYrSXL._AC_UL320_.jpg,False,0
109,Men's Kitchen Sink Black none none,backpack,179.99,4.7,0,B074WDSN14,https://www.amazon.com/dp/B074WDSN14,https://m.media-amazon.com/images/I/61USa4mtc3L._AC_UL320_.jpg,False,0
110,"Cortlandt Laptop Backpack, Black, 15” Laptop Sleeve-Synthetic Leather Shoulder Computer Bag with Large Compartment, Padded Straps-Book Rucksack for Men, Women",backpack,57.9,4.4,0,B071NVFLDS,https://www.amazon.com/dp/B071NVFLDS,https://m.media-amazon.com/images/I/81uZjeGPNTL._AC_UL320_.jpg,False,200
111,"3203591 EnRoute Backpack 20L, Black",backpack,76.58,4.7,0,B078TVTGMZ,https://www.amazon.com/dp/B078TVTGMZ,https://m.media-amazon.com/images/I/71NuJXRgsnS._AC_UL320_.jpg,False,50
